claim_id,policy_number,claimant_id,claimant_name,claim_type,estimated_damage,amount_paid,claim_date,incident_date,settlement_date,status,location,state,description,police_report,photos_provided,witness_statements,vehicle_vin,vehicle_make,vehicle_model,vehicle_year,license_plate,fraud_flag
CLM-2026-002902,POL-2025-257,CLM-866,John White,Hail Damage,8338.05,7918.59,2024-05-14,2024-05-14,2024-06-27,APPROVED,"Columbus, GA",GA,Hail Damage incident reported at Columbus. Multiple vehicles involved.,False,True,1,,,,,,False
CLM-2026-002903,POL-2025-125,CLM-1868,Margaret Johnson,Auto Accident,4807.06,,2024-10-21,2024-10-16,,DENIED,"LA City, LA",LA,Auto Accident incident reported at LA City. Parking lot incident.,True,True,2,MFNJHSGF75GPD7F11,Nissan,Sentra,2018.0,FZD676,False
CLM-2026-002904,POL-2022-185,CLM-1852,Jennifer Sanchez,Major Collision,69681.14,,2024-04-21,2024-04-14,,DENIED,"MN City, MN",MN,Major Collision incident reported at MN City. Multiple vehicles involved.,False,True,2,SK1XYUXP0GJL1FSK2,Hyundai,Kona,2017.0,ZTT465,False
CLM-2026-002905,POL-2020-544,CLM-733,John White,Comprehensive,7243.49,6128.44,2024-12-31,2024-12-27,2025-02-11,SETTLED,"WI City, WI",WI,Comprehensive incident reported at WI City. Multiple vehicles involved.,True,True,2,,,,,,False
CLM-2026-002906,POL-2021-479,CLM-446,Margaret Davis,Water Damage,2953.49,2554.73,2025-04-24,2025-04-11,2025-05-22,CLOSED,"CT City, CT",CT,Water Damage incident reported at CT City. Weather-related incident.,False,True,1,,,,,,False
CLM-2026-002907,POL-2024-178,CLM-1264,Daniel Jackson,Liability,9340.4,6593.25,2023-06-26,2023-06-14,2023-08-17,APPROVED,"MO City, MO",MO,Liability incident reported at MO City. Parking lot incident.,False,True,3,,,,,,True
CLM-2026-002908,POL-2025-184,CLM-1997,Patricia Smith,Ruitschade,1364.63,,2024-05-17,2024-05-10,,PENDING,"VA City, VA",VA,Ruitschade incident reported at VA City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-002909,POL-2025-834,CLM-1754,Betty Miller,Major Collision,32608.89,24086.93,2023-06-21,2023-06-15,2023-09-06,SETTLED,"NJ City, NJ",NJ,Major Collision incident reported at NJ City. Single vehicle incident.,True,True,3,J239ZA07GJ5AUXW20,Honda,Accord,2020.0,THB627,False
CLM-2026-002910,POL-2023-481,CLM-1219,Thomas Robinson,Property Theft,18105.67,13034.33,2023-08-05,2023-08-04,2023-11-03,SETTLED,"UT City, UT",UT,Property Theft incident reported at UT City. Minor damage reported.,True,True,0,,,,,,False
CLM-2026-002911,POL-2025-141,CLM-1438,Sandra White,Comprehensive,8981.59,,2024-08-16,2024-08-13,,UNDER_REVIEW,"LA City, LA",LA,Comprehensive incident reported at LA City. Significant damage to vehicle.,True,False,2,,,,,,False
CLM-2026-002912,POL-2023-047,CLM-671,Thomas Garcia,Fire Damage,33514.2,26592.31,2023-03-22,2023-03-18,2023-05-01,APPROVED,"UT City, UT",UT,Fire Damage incident reported at UT City. Multiple vehicles involved.,True,True,1,,,,,,True
CLM-2026-002913,POL-2022-882,CLM-1958,Lisa Johnson,Personal Injury,46349.74,,2025-02-09,2025-02-01,,DENIED,"VA City, VA",VA,Personal Injury incident reported at VA City. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-002914,POL-2020-749,CLM-126,Lisa Brown,Auto Theft,32681.43,,2025-07-26,2025-07-13,,PENDING,"AL City, AL",AL,Auto Theft incident reported at AL City. Weather-related incident.,False,False,1,35XCPCVT0J0BHTL8F,Ford,Explorer,2022.0,VMO967,False
CLM-2026-002915,POL-2023-593,CLM-310,Sarah Lewis,Vandalism,5316.92,,2024-12-22,2024-12-20,,PENDING,"NJ City, NJ",NJ,Vandalism incident reported at NJ City. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-002916,POL-2020-596,CLM-1881,Karen Clark,Auto Collision,9688.74,8773.3,2025-09-11,2025-08-31,2025-10-24,APPROVED,"CT City, CT",CT,Auto Collision incident reported at CT City. Weather-related incident.,True,True,2,XT5EMU5X1DY1YDYCE,Toyota,RAV4,2020.0,SDS210,False
CLM-2026-002917,POL-2022-682,CLM-731,Nancy Rodriguez,Ruitschade,2301.92,1874.87,2025-02-08,2025-02-07,2025-02-18,APPROVED,"LA City, LA",LA,Ruitschade incident reported at LA City. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-002918,POL-2024-172,CLM-1500,Mary Harris,Auto Theft,26992.23,20940.14,2025-09-28,2025-09-21,2025-12-07,APPROVED,"OK City, OK",OK,Auto Theft incident reported at OK City. Parking lot incident.,True,False,0,2CL6LVSCE88HH4MG7,Toyota,Corolla,2017.0,VOK464,False
CLM-2026-002919,POL-2024-186,CLM-771,Christopher Thomas,Auto Theft,20836.0,17419.88,2024-12-23,2024-12-10,2025-02-21,CLOSED,"SC City, SC",SC,Auto Theft incident reported at SC City. Multiple vehicles involved.,False,False,1,H5HA432CEK14DJTMJ,Hyundai,Sonata,2023.0,BOU850,False
CLM-2026-002920,POL-2021-470,CLM-1102,Anthony Smith,Property Theft,12615.95,10529.55,2023-05-02,2023-04-19,2023-05-31,APPROVED,"MA City, MA",MA,Property Theft incident reported at MA City. Multiple vehicles involved.,True,True,0,,,,,,False
CLM-2026-002921,POL-2020-889,CLM-725,Michael Lee,Auto Theft,27424.86,24372.61,2023-06-08,2023-06-02,2023-08-28,APPROVED,"OK City, OK",OK,Auto Theft incident reported at OK City. Multiple vehicles involved.,False,True,2,USVC6RM9AJJWEABVY,Mercedes,GLC,2024.0,CLO393,False
CLM-2026-002922,POL-2023-101,CLM-238,Thomas Williams,Property Damage,42878.06,41759.95,2024-08-31,2024-08-21,2024-09-29,APPROVED,"WA City, WA",WA,Property Damage incident reported at WA City. Multiple vehicles involved.,False,True,0,,,,,,False
CLM-2026-002923,POL-2020-276,CLM-813,Nancy Harris,Fire Damage,52634.35,47463.63,2023-08-21,2023-08-18,2023-10-06,APPROVED,"San Jose, CA",CA,Fire Damage incident reported at San Jose. Weather-related incident.,False,True,3,,,,,,True
CLM-2026-002924,POL-2024-986,CLM-507,Anthony Moore,Major Collision,45732.87,,2023-05-02,2023-05-02,,PENDING,"KY City, KY",KY,Major Collision incident reported at KY City. Minor damage reported.,True,True,1,MWUX5265JZ8DR0UTN,BMW,5 Series,2019.0,NWO589,False
CLM-2026-002925,POL-2022-006,CLM-858,Nancy Perez,Personal Injury,95782.64,85839.57,2025-05-06,2025-05-02,2025-06-06,CLOSED,"OK City, OK",OK,Personal Injury incident reported at OK City. Parking lot incident.,True,True,0,,,,,,False
CLM-2026-002926,POL-2025-454,CLM-518,Barbara Brown,Auto Theft,39603.56,,2024-11-04,2024-10-27,,UNDER_REVIEW,"NJ City, NJ",NJ,Auto Theft incident reported at NJ City. Minor damage reported.,True,True,1,095F07DMG8DPBBDY3,Honda,Odyssey,2021.0,JWP295,False
CLM-2026-002927,POL-2023-184,CLM-1591,Joseph Rodriguez,Vandalism,9537.47,,2025-11-23,2025-11-10,,DENIED,"Chicago, IL",IL,Vandalism incident reported at Chicago. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-002928,POL-2024-240,CLM-1797,Sandra Lopez,Liability,32296.79,,2025-01-19,2025-01-06,,UNDER_REVIEW,"MA City, MA",MA,Liability incident reported at MA City. Single vehicle incident.,False,True,0,,,,,,False
CLM-2026-002929,POL-2025-336,CLM-1405,David Hernandez,Major Collision,22333.32,15695.86,2024-07-30,2024-07-27,2024-08-13,APPROVED,"Columbus, GA",GA,Major Collision incident reported at Columbus. Significant damage to vehicle.,True,False,2,2780R5A2JEG66MPL4,Ford,Escape,2017.0,UFY662,True
CLM-2026-002930,POL-2022-134,CLM-1725,Charles Thomas,Fire Damage,189777.99,139355.99,2025-12-16,2025-12-04,2026-02-07,APPROVED,"Aurora, IL",IL,Fire Damage incident reported at Aurora. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-002931,POL-2024-488,CLM-642,Nancy Davis,Property Theft,1793.4,1531.99,2025-05-23,2025-05-17,2025-06-26,SETTLED,"San Diego, CA",CA,Property Theft incident reported at San Diego. Significant damage to vehicle.,False,True,2,,,,,,False
CLM-2026-002932,POL-2021-737,CLM-144,James Thomas,Property Damage,42316.23,30589.53,2025-12-04,2025-11-21,2025-12-24,CLOSED,"Rochester, NY",NY,Property Damage incident reported at Rochester. Weather-related incident.,False,False,1,,,,,,False
CLM-2026-002933,POL-2021-771,CLM-1526,Jessica Harris,Water Damage,19272.94,17182.61,2023-06-17,2023-06-13,2023-08-03,APPROVED,"OK City, OK",OK,Water Damage incident reported at OK City. Parking lot incident.,True,False,0,,,,,,False
CLM-2026-002934,POL-2024-166,CLM-1729,Richard Taylor,Personal Injury,36103.84,35822.57,2023-04-29,2023-04-15,2023-06-27,APPROVED,"IN City, IN",IN,Personal Injury incident reported at IN City. Parking lot incident.,True,True,1,,,,,,True
CLM-2026-002935,POL-2020-454,CLM-1008,Margaret Williams,Vandalism,2815.53,,2023-12-03,2023-11-22,,PENDING,"WI City, WI",WI,Vandalism incident reported at WI City. Minor damage reported.,False,True,3,,,,,,False
CLM-2026-002936,POL-2024-515,CLM-612,Anthony White,Medical,46163.57,,2023-12-12,2023-12-03,,UNDER_REVIEW,"NJ City, NJ",NJ,Medical incident reported at NJ City. Minor damage reported.,False,True,0,,,,,,True
CLM-2026-002937,POL-2023-655,CLM-1177,Sandra Jones,Property Damage,18025.38,14681.16,2023-09-05,2023-09-04,2023-09-18,APPROVED,"TN City, TN",TN,Property Damage incident reported at TN City. Minor damage reported.,False,True,0,,,,,,False
CLM-2026-002938,POL-2023-371,CLM-140,David Martinez,Property Damage,18462.71,,2025-10-13,2025-10-04,,PENDING,"AL City, AL",AL,Property Damage incident reported at AL City. Parking lot incident.,False,True,1,,,,,,False
CLM-2026-002939,POL-2025-776,CLM-801,Barbara Williams,Fire Damage,144303.32,128934.27,2024-09-05,2024-08-22,2024-11-28,APPROVED,"Durham, NC",NC,Fire Damage incident reported at Durham. Weather-related incident.,True,True,2,,,,,,False
CLM-2026-002940,POL-2023-842,CLM-276,Joseph Smith,Major Collision,49993.03,,2023-02-27,2023-02-14,,UNDER_REVIEW,"LA City, LA",LA,Major Collision incident reported at LA City. Minor damage reported.,True,True,3,8G2WGMNDAP1F1XKM8,Mercedes,GLE,2022.0,SHV425,True
CLM-2026-002941,POL-2025-393,CLM-1104,Jennifer Garcia,Comprehensive,2233.09,,2025-10-29,2025-10-27,,UNDER_REVIEW,"MN City, MN",MN,Comprehensive incident reported at MN City. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-002942,POL-2021-181,CLM-1573,Elizabeth Clark,Auto Accident,20162.31,15460.92,2024-03-31,2024-03-31,2024-06-02,APPROVED,"TN City, TN",TN,Auto Accident incident reported at TN City. Multiple vehicles involved.,False,True,2,T7M0LDDN9ZTERHDKV,Ford,Explorer,2019.0,DLY716,False
CLM-2026-002943,POL-2025-447,CLM-274,Christopher Jones,Auto Accident,18534.28,16752.45,2025-11-01,2025-10-30,2026-01-01,APPROVED,"SC City, SC",SC,Auto Accident incident reported at SC City. Weather-related incident.,False,True,1,HT8RU156X3VNS57CF,Mercedes,S-Class,2023.0,EGF329,True
CLM-2026-002944,POL-2024-487,CLM-1654,Michael Harris,Major Collision,32284.48,,2025-04-24,2025-04-16,,PENDING,"Fort Lauderdale, FL",FL,Major Collision incident reported at Fort Lauderdale. Significant damage to vehicle.,True,True,2,4VKVG1SZWR6RU6KCJ,Mercedes,C-Class,2018.0,XTN818,False
CLM-2026-002945,POL-2023-235,CLM-468,Barbara Taylor,Comprehensive,10639.87,8126.15,2023-11-11,2023-10-29,2023-11-27,APPROVED,"San Francisco, CA",CA,Comprehensive incident reported at San Francisco. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-002946,POL-2020-945,CLM-1902,James Jones,Liability,7910.42,7590.37,2025-04-27,2025-04-27,2025-05-26,APPROVED,"CO City, CO",CO,Liability incident reported at CO City. Parking lot incident.,True,False,1,,,,,,False
CLM-2026-002947,POL-2024-888,CLM-1485,Charles Perez,Ruitschade,223.5,,2024-08-05,2024-07-22,,DENIED,"MN City, MN",MN,Ruitschade incident reported at MN City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-002948,POL-2025-566,CLM-1103,Jennifer Robinson,Liability,52219.4,,2025-04-27,2025-04-27,,DENIED,"Macon, GA",GA,Liability incident reported at Macon. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-002949,POL-2021-249,CLM-487,Sandra Wilson,Ruitschade,1692.64,1605.36,2023-05-14,2023-05-06,2023-05-31,APPROVED,"AL City, AL",AL,Ruitschade incident reported at AL City. Weather-related incident.,False,True,0,,,,,,False
CLM-2026-002950,POL-2021-933,CLM-1403,Sarah Johnson,Personal Injury,84181.21,59620.54,2024-05-28,2024-05-22,2024-08-11,APPROVED,"Allentown, PA",PA,Personal Injury incident reported at Allentown. Significant damage to vehicle.,True,True,2,,,,,,False
CLM-2026-002951,POL-2020-203,CLM-1864,Sarah Thompson,Property Damage,28860.07,28575.01,2023-05-24,2023-05-20,2023-07-22,CLOSED,"MO City, MO",MO,Property Damage incident reported at MO City. Multiple vehicles involved.,False,True,0,,,,,,False
CLM-2026-002952,POL-2021-269,CLM-852,Karen Clark,Water Damage,12479.38,,2023-05-17,2023-05-12,,PENDING,"IN City, IN",IN,Water Damage incident reported at IN City. Weather-related incident.,True,True,3,,,,,,False
CLM-2026-002953,POL-2023-772,CLM-839,Mary Miller,Comprehensive,3020.12,,2024-04-26,2024-04-19,,PENDING,"Fort Lauderdale, FL",FL,Comprehensive incident reported at Fort Lauderdale. Weather-related incident.,True,True,2,,,,,,False
CLM-2026-002954,POL-2021-860,CLM-1860,Lisa Taylor,Auto Accident,10956.57,,2023-07-25,2023-07-21,,DENIED,"WA City, WA",WA,Auto Accident incident reported at WA City. Single vehicle incident.,True,True,1,694T2G83WCRW7H11Z,BMW,X3,2015.0,AVJ342,False
CLM-2026-002955,POL-2022-113,CLM-1840,John Miller,Water Damage,6027.56,,2024-06-22,2024-06-14,,DENIED,"TN City, TN",TN,Water Damage incident reported at TN City. Parking lot incident.,False,True,0,,,,,,False
CLM-2026-002956,POL-2021-462,CLM-209,Jessica Miller,Ruitschade,2416.97,,2025-11-11,2025-11-02,,PENDING,"WI City, WI",WI,Ruitschade incident reported at WI City. Weather-related incident.,True,False,1,,,,,,False
CLM-2026-002957,POL-2025-815,CLM-1000,Margaret Sanchez,Ruitschade,1058.14,894.67,2026-01-06,2026-01-03,2026-01-26,CLOSED,"VA City, VA",VA,Ruitschade incident reported at VA City. Single vehicle incident.,False,True,3,,,,,,False
CLM-2026-002958,POL-2021-960,CLM-1088,Susan Davis,Major Collision,45126.95,41693.32,2024-10-07,2024-09-30,2024-11-22,APPROVED,"VA City, VA",VA,Major Collision incident reported at VA City. Multiple vehicles involved.,False,True,2,42WLB8XTD0BYZSEU6,Mercedes,GLC,2025.0,ARM955,False
CLM-2026-002959,POL-2021-563,CLM-1089,Robert Jackson,Medical,55191.67,53038.0,2025-09-30,2025-09-18,2025-12-14,APPROVED,"SC City, SC",SC,Medical incident reported at SC City. Multiple vehicles involved.,True,True,3,,,,,,False
CLM-2026-002960,POL-2025-694,CLM-724,Margaret Johnson,Hail Damage,9938.79,7100.53,2023-08-14,2023-08-06,2023-10-01,APPROVED,"AL City, AL",AL,Hail Damage incident reported at AL City. Parking lot incident.,True,True,3,,,,,,False
CLM-2026-002961,POL-2024-171,CLM-1771,Karen White,Auto Collision,8922.37,,2025-01-06,2025-01-05,,PENDING,"San Jose, CA",CA,Auto Collision incident reported at San Jose. Single vehicle incident.,True,True,0,0NSPC87M4JY53CGYN,Ford,Explorer,2020.0,TWD879,False
CLM-2026-002962,POL-2022-581,CLM-107,David Wilson,Medical,32310.76,,2023-06-17,2023-06-04,,DENIED,"Erie, PA",PA,Medical incident reported at Erie. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-002963,POL-2025-486,CLM-867,Anthony Smith,Water Damage,16696.44,13205.45,2025-05-24,2025-05-18,2025-07-11,APPROVED,"NJ City, NJ",NJ,Water Damage incident reported at NJ City. Minor damage reported.,False,True,0,,,,,,False
CLM-2026-002964,POL-2024-668,CLM-035,Barbara Moore,Property Damage,26948.35,22945.53,2025-12-01,2025-11-28,2026-02-22,APPROVED,"AZ City, AZ",AZ,Property Damage incident reported at AZ City. Significant damage to vehicle.,True,True,2,,,,,,False
CLM-2026-002965,POL-2024-568,CLM-071,Susan Rodriguez,Personal Injury,64839.94,,2025-03-29,2025-03-16,,DENIED,"Akron, OH",OH,Personal Injury incident reported at Akron. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-002966,POL-2025-525,CLM-1381,Linda Rodriguez,Major Collision,38790.02,,2025-12-18,2025-12-08,,PENDING,"Raleigh, NC",NC,Major Collision incident reported at Raleigh. Minor damage reported.,False,True,2,ZW8MWRSB92HJS9XJN,BMW,X5,2015.0,DLY742,False
CLM-2026-002967,POL-2022-956,CLM-115,Matthew Rodriguez,Personal Injury,5340.7,,2024-11-03,2024-10-27,,DENIED,"NJ City, NJ",NJ,Personal Injury incident reported at NJ City. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-002968,POL-2022-457,CLM-033,Matthew Lee,Auto Theft,34665.52,,2023-12-24,2023-12-12,,PENDING,"Houston, TX",TX,Auto Theft incident reported at Houston. Significant damage to vehicle.,True,False,1,JY4PSJJ7ZFNX94XXJ,Kia,Forte,2023.0,HGR566,False
CLM-2026-002969,POL-2024-158,CLM-1577,Patricia Gonzalez,Vandalism,9121.86,8656.76,2023-04-02,2023-03-24,2023-05-22,CLOSED,"CT City, CT",CT,Vandalism incident reported at CT City. Single vehicle incident.,False,True,2,,,,,,False
CLM-2026-002970,POL-2025-314,CLM-886,James White,Auto Collision,7785.19,,2025-02-04,2025-02-01,,DENIED,"Syracuse, NY",NY,Auto Collision incident reported at Syracuse. Multiple vehicles involved.,False,True,1,M2VMMYFTSNUZ6383D,BMW,X5,2020.0,OBQ291,False
CLM-2026-002971,POL-2024-322,CLM-251,Mary Lopez,Major Collision,61350.67,,2025-02-04,2025-01-24,,PENDING,"Atlanta, GA",GA,Major Collision incident reported at Atlanta. Parking lot incident.,False,True,1,Z2RAEGM4SJ6H147SS,BMW,X5,2022.0,QJG143,False
CLM-2026-002972,POL-2025-264,CLM-297,Jessica Thomas,Water Damage,24239.74,,2023-02-10,2023-02-10,,PENDING,"Pittsburgh, PA",PA,Water Damage incident reported at Pittsburgh. Significant damage to vehicle.,False,True,0,,,,,,False
CLM-2026-002973,POL-2022-779,CLM-419,Margaret Garcia,Auto Theft,5060.53,,2023-04-13,2023-04-10,,PENDING,"WI City, WI",WI,Auto Theft incident reported at WI City. Significant damage to vehicle.,True,True,3,18UXCW4P4U5P0273Z,Honda,CR-V,2018.0,ZNP478,False
CLM-2026-002974,POL-2022-915,CLM-1622,William Martin,Auto Accident,12482.75,12000.65,2023-05-30,2023-05-20,2023-08-25,APPROVED,"Philadelphia, PA",PA,Auto Accident incident reported at Philadelphia. Weather-related incident.,True,True,0,0PMV37RKSSF2LGCD6,Toyota,Camry,2018.0,THX107,False
CLM-2026-002975,POL-2020-034,CLM-867,Anthony Smith,Liability,88131.08,88110.74,2025-02-18,2025-02-15,2025-04-24,APPROVED,"NJ City, NJ",NJ,Liability incident reported at NJ City. Parking lot incident.,False,False,1,,,,,,False
CLM-2026-002976,POL-2022-289,CLM-984,Jennifer Harris,Property Damage,15228.2,11725.68,2025-06-29,2025-06-19,2025-07-28,SETTLED,"Albany, NY",NY,Property Damage incident reported at Albany. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-002977,POL-2025-312,CLM-668,Michael Rodriguez,Property Damage,9924.54,7095.32,2025-06-14,2025-06-04,2025-08-03,APPROVED,"Toledo, OH",OH,Property Damage incident reported at Toledo. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-002978,POL-2021-508,CLM-1764,Patricia Perez,Ruitschade,712.81,600.31,2025-04-18,2025-04-10,2025-07-17,APPROVED,"MD City, MD",MD,Ruitschade incident reported at MD City. Weather-related incident.,True,False,1,,,,,,False
CLM-2026-002979,POL-2024-167,CLM-1592,Matthew Smith,Liability,84613.31,67522.77,2024-12-22,2024-12-10,2025-02-19,CLOSED,"MO City, MO",MO,Liability incident reported at MO City. Single vehicle incident.,False,True,1,,,,,,False
CLM-2026-002980,POL-2022-373,CLM-528,Karen Brown,Personal Injury,62426.82,,2025-07-28,2025-07-15,,PENDING,"Fort Worth, TX",TX,Personal Injury incident reported at Fort Worth. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-002981,POL-2023-109,CLM-1562,Daniel Johnson,Vandalism,1954.8,1514.77,2023-02-17,2023-02-05,2023-03-10,APPROVED,"Fort Lauderdale, FL",FL,Vandalism incident reported at Fort Lauderdale. Significant damage to vehicle.,False,True,1,,,,,,False
CLM-2026-002982,POL-2020-396,CLM-200,Christopher Thomas,Major Collision,18618.99,13646.22,2025-06-14,2025-06-05,2025-07-17,APPROVED,"Warren, MI",MI,Major Collision incident reported at Warren. Multiple vehicles involved.,False,True,0,CPW6LFXDT3GWL1SAX,Nissan,Pathfinder,2019.0,KKM409,False
CLM-2026-002983,POL-2023-636,CLM-660,Barbara Taylor,Liability,37141.91,,2024-05-31,2024-05-25,,DENIED,"Columbus, OH",OH,Liability incident reported at Columbus. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-002984,POL-2025-946,CLM-1541,Jessica Lewis,Major Collision,16832.52,15443.59,2024-05-13,2024-05-05,2024-07-25,APPROVED,"Cincinnati, OH",OH,Major Collision incident reported at Cincinnati. Parking lot incident.,True,False,2,9C25JJ6XE4EK0FYRX,Hyundai,Santa Fe,2021.0,TMS946,False
CLM-2026-002985,POL-2023-595,CLM-215,John Harris,Vandalism,9518.94,6759.68,2023-02-05,2023-01-24,2023-03-06,APPROVED,"TN City, TN",TN,Vandalism incident reported at TN City. Single vehicle incident.,True,False,1,,,,,,False
CLM-2026-002986,POL-2023-825,CLM-148,Nancy Thompson,Ruitschade,341.4,322.03,2024-12-05,2024-11-27,2025-02-23,APPROVED,"KY City, KY",KY,Ruitschade incident reported at KY City. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-002987,POL-2020-110,CLM-281,Sarah Martin,Property Damage,18633.46,15112.49,2024-03-01,2024-03-01,2024-04-19,APPROVED,"MA City, MA",MA,Property Damage incident reported at MA City. Multiple vehicles involved.,True,True,0,,,,,,True
CLM-2026-002988,POL-2021-113,CLM-1241,Mark Taylor,Major Collision,21856.62,16962.68,2024-09-07,2024-09-06,2024-10-27,CLOSED,"NJ City, NJ",NJ,Major Collision incident reported at NJ City. Weather-related incident.,True,True,2,LD9Z4VGTZA27PR6TF,Nissan,Sentra,2023.0,GCA685,False
CLM-2026-002989,POL-2024-218,CLM-168,Charles Lopez,Medical,23098.69,,2024-10-13,2024-10-05,,UNDER_REVIEW,"Syracuse, NY",NY,Medical incident reported at Syracuse. Weather-related incident.,True,True,2,,,,,,True
CLM-2026-002990,POL-2021-723,CLM-1210,Linda Jackson,Hail Damage,2223.74,1629.21,2024-01-19,2024-01-11,2024-01-26,SETTLED,"Allentown, PA",PA,Hail Damage incident reported at Allentown. Multiple vehicles involved.,True,False,0,,,,,,False
CLM-2026-002991,POL-2024-269,CLM-576,Michael Anderson,Fire Damage,16937.27,,2023-08-09,2023-08-03,,UNDER_REVIEW,"MD City, MD",MD,Fire Damage incident reported at MD City. Multiple vehicles involved.,True,True,0,,,,,,False
CLM-2026-002992,POL-2024-905,CLM-1000,Margaret Sanchez,Auto Theft,35635.59,28998.23,2024-11-29,2024-11-20,2025-01-07,SETTLED,"VA City, VA",VA,Auto Theft incident reported at VA City. Parking lot incident.,True,True,0,N0NK2PXE4BPR5NXPW,BMW,M3,2018.0,LUP396,True
CLM-2026-002993,POL-2021-869,CLM-846,William Jackson,Medical,72582.5,,2024-01-11,2023-12-31,,UNDER_REVIEW,"MO City, MO",MO,Medical incident reported at MO City. Single vehicle incident.,True,True,0,,,,,,False
CLM-2026-002994,POL-2022-620,CLM-683,William Smith,Water Damage,11216.42,11040.92,2023-11-18,2023-11-11,2023-12-15,APPROVED,"AZ City, AZ",AZ,Water Damage incident reported at AZ City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-002995,POL-2020-373,CLM-1569,Betty Thompson,Property Damage,36648.01,32547.31,2025-08-25,2025-08-25,2025-09-09,APPROVED,"Cincinnati, OH",OH,Property Damage incident reported at Cincinnati. Minor damage reported.,False,False,3,,,,,,False
CLM-2026-002996,POL-2021-134,CLM-902,Lisa Brown,Property Theft,26031.76,20358.19,2024-02-14,2024-01-31,2024-04-16,APPROVED,"VA City, VA",VA,Property Theft incident reported at VA City. Parking lot incident.,False,False,2,,,,,,False
CLM-2026-002997,POL-2024-952,CLM-1029,Anthony Ramirez,Fire Damage,74427.27,54868.51,2025-04-20,2025-04-07,2025-05-26,APPROVED,"KY City, KY",KY,Fire Damage incident reported at KY City. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-002998,POL-2024-542,CLM-985,Mary Wilson,Vandalism,4493.94,3282.71,2024-10-02,2024-09-21,2024-11-01,APPROVED,"TN City, TN",TN,Vandalism incident reported at TN City. Significant damage to vehicle.,True,True,2,,,,,,False
CLM-2026-002999,POL-2023-429,CLM-1161,Richard Sanchez,Property Damage,43746.97,,2025-02-06,2025-01-29,,UNDER_REVIEW,"Greensboro, NC",NC,Property Damage incident reported at Greensboro. Minor damage reported.,True,True,3,,,,,,False
CLM-2026-003000,POL-2025-269,CLM-979,Mary Rodriguez,Auto Accident,13661.91,,2024-10-04,2024-09-20,,PENDING,"WI City, WI",WI,Auto Accident incident reported at WI City. Weather-related incident.,True,True,1,RJHFN1JZPPXS9NLCC,Mercedes,E-Class,2022.0,IGK837,False
CLM-2026-003001,POL-2024-374,CLM-875,Linda Davis,Personal Injury,124195.39,97357.24,2024-01-05,2023-12-29,2024-03-05,APPROVED,"AL City, AL",AL,Personal Injury incident reported at AL City. Multiple vehicles involved.,False,True,2,,,,,,False
CLM-2026-003002,POL-2024-566,CLM-1988,Daniel Miller,Hail Damage,8641.25,6303.3,2024-02-24,2024-02-19,2024-03-08,APPROVED,"MN City, MN",MN,Hail Damage incident reported at MN City. Single vehicle incident.,True,False,1,,,,,,False
CLM-2026-003003,POL-2025-526,CLM-538,Anthony Johnson,Personal Injury,63493.04,57389.08,2024-08-29,2024-08-26,2024-10-21,CLOSED,"Syracuse, NY",NY,Personal Injury incident reported at Syracuse. Single vehicle incident.,False,True,0,,,,,,False
CLM-2026-003004,POL-2022-752,CLM-432,Patricia Lopez,Personal Injury,127077.11,121245.48,2023-02-12,2023-02-10,2023-03-09,CLOSED,"Warren, MI",MI,Personal Injury incident reported at Warren. Significant damage to vehicle.,False,True,2,,,,,,True
CLM-2026-003005,POL-2020-600,CLM-495,Sandra Thomas,Auto Collision,13724.25,,2024-09-15,2024-09-12,,DENIED,"MN City, MN",MN,Auto Collision incident reported at MN City. Single vehicle incident.,False,True,1,AXGVZRNVXK2TJVMT3,Chevrolet,Tahoe,2022.0,QQB661,False
CLM-2026-003006,POL-2025-296,CLM-141,Michael Anderson,Property Theft,24884.47,19492.23,2023-11-26,2023-11-17,2024-01-15,APPROVED,"KY City, KY",KY,Property Theft incident reported at KY City. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-003007,POL-2020-399,CLM-1582,Michael Sanchez,Ruitschade,677.97,,2025-11-03,2025-10-25,,DENIED,"KY City, KY",KY,Ruitschade incident reported at KY City. Multiple vehicles involved.,True,True,1,,,,,,False
